job_name,salary,job_exp,skills,job_degree,city,welfare,company
UI设计师,13-20K,3-5年,"['美术设计师', 'CAD', 'PhotoShop', 'SKetch', 'UI设计']",本科,北京,"['宿舍有空调', '带薪年假', '五险一金', '股票期权', '员工旅游', '免费班车', '有无线网', '年终奖', '节日福利', '团建聚餐', '底薪加提成', '交通补助', '绩效奖金', '补充医疗保险']",慧科集团
UI设计师,15-20K,5-10年,"['PC端', '移动端', '视觉设计', '动效设计', '交互体验设计']",本科,北京,"['加班补助', '五险一金', '带薪年假', '节日福利', '员工旅游', '股票期权']",摄星智能
UI设计师,5-8K,3-5年,"['视觉设计', '移动端', 'PC端', 'PhotoShop', 'Dreamweaver']",本科,济宁,['股票期权'],川欧
UI设计师,4-9K,1-3年,"['简约风格', 'UI设计', '设计师', '美术设计师', '二次元风格']",大专,长春,"['加班补助', '餐补', '年终奖', '五险一金', '带薪年假', '定期体检', '节日福利', '住房补贴']",星空互娱
UI设计师,20-40K·15薪,5-10年,"['视觉设计', '手绘', '动效设计', 'PhotoShop']",本科,上海,"['定期体检', '股票期权', '员工旅游', '年终奖', '交通补助', '五险一金', '带薪年假']",XTransfer
UI设计师,10-15K·13薪,1-3年,"['视觉设计', 'UI设计', '交互体验设计']",本科,佛山,null,顺谋
UI设计师,16-25K,3-5年,"['PhotoShop', 'UI设计', '网页设计', '游戏UI']",大专,上海,"['定期体检', '全勤奖', '带薪年假', '包吃', '五险一金', '员工旅游', '年终奖', '零食下午茶']",愉游
UI设计师,3-8K,经验不限,"['UI设计', 'PhotoShop', '写实风格', '全职']",学历不限,西安,['带薪年假'],冰川
UI设计师,8-15K,1-3年,"['UI', '美术设计', '游戏界面']",学历不限,北京,null,老鹰来了
UI设计师,6-11K,1-3年,"['交互设计', '原型设计', '视觉设计', '客户端', '游戏端']",大专,郑州,"['定期体检', '带薪年假', '交通补助', '五险一金', '节日福利', '年终奖']",羲和网络
UI设计师,12-18K·13薪,3-5年,"['交互设计', '视觉设计', '网页端', '客户端', '移动端']",本科,北京,"['交通补助', '员工旅游', '餐补', '通讯补贴', '五险一金', '补充医疗保险']",睛像科技
UI设计师,15-25K,3-5年,"['图标绘制', '游戏界面设计', 'PS']",本科,北京,null,竞技世界
UI设计师,8-12K,3-5年,"['UI设计', '视觉设计', 'PC端']",本科,南通,null,谷京科技
UI设计师,12-20K·14薪,3-5年,"['UI设计', '交互体验设计', '视觉设计', '游戏设计']",本科,北京,"['定期体检', '股票期权', '五险一金', '年终奖', '加班补助', '零食下午茶', '交通补助', '节日福利', '带薪年假']",回旋加速
UI设计师,6-10K,1-3年,"['游戏', 'UI设计', '游戏设计']",大专,合肥,"['节日福利', '员工旅游', '包吃', '年终奖', '定期体检']",乐堂控股集团
UI设计师,6-9K·13薪,1-3年,"['交互设计', '视觉设计', '原型设计', '移动端', '界面设计']",本科,西安,"['餐补', '全勤奖', '节日福利', '年终奖', '夜班补助', '免费工装', '工龄奖', '员工旅游', '交通补助']",朗龙体育
UI设计师,15-25K,3-5年,"['手绘', 'UI设计', '交互体验设计', '平面设计', '美术设计师']",本科,深圳,"['员工旅游', '节日福利', '包吃', '带薪年假', '零食下午茶', '年终奖']",巨世科技
UI设计师,3-6K,1-3年,"['UI设计', '游戏设计', 'PhotoShop', 'Spine', '美术设计师']",大专,西安,null,灵动互娱
UI设计师,6-8K,经验不限,"['移动端', 'UI设计', '交互体验设计', '网页设计']",大专,北京,null,宇融破壁
UI设计师,15-16K·13薪,3-5年,"['视觉设计', '移动端', '界面设计', 'Sketch', 'Figma']",本科,南京,"['股票期权', '员工旅游', '年终奖', '带薪年假', '通讯补贴']",金球说
UI设计师,4-7K,1-3年,"['交互体验设计', '视觉设计', 'HTML', 'CSS', 'UI设计']",学历不限,北京,"['五险一金', '全勤奖', '定期体检', '员工旅游', '加班补助', '节日福利', '零食下午茶']",优易捷科技
UI设计师,12-24K,1-3年,"['手绘', '视觉设计']",大专,北京,null,致美芳菲
UI设计师,17-18K,5-10年,"['视觉设计', '学习平台']",学历不限,深圳,"['五险一金', '年终奖', '补充医疗保险', '定期体检', '带薪年假']",建广数科
UI设计师,4-6K,1-3年,['UI设计'],大专,重庆,null,嘿木信息技术
UI设计师,8-13K,3-5年,"['PhotoShop', '美术设计师', '交互体验设计', '网页设计', '平面设计']",大专,厦门,null,鹭虎旅游
UI设计师,4-8K,1-3年,"['交互设计', '原型设计', '视觉设计', '客户端', '网页端']",大专,长春,"['年终奖', '餐补']",垒神
UI设计师,12-22K·15薪,3-5年,['视觉设计'],本科,广州,"['节日福利', '补充医疗保险', '五险一金', '包吃', '年终奖', '带薪年假', '零食下午茶']",库洛
UI设计师,150-180元/天,5天/周,"['交互设计', '视觉设计', '客户端', '界面设计', 'AI']",3个月,宁波,"['带薪年假', '补充医疗保险', '住房补贴', '交通补助', '节日福利', '年终奖', '五险一金', '餐补', '股票期权']",极氪智能科技
UI设计师,20-30K·16薪,3-5年,"['移动端', '网页端', '界面设计']",本科,北京,"['五险一金', '定期体检', '节日福利', '带薪年假', '股票期权']",快手
UI设计师,25-35K·17薪,5-10年,"['手绘', '卡通风格', '欧美风格', '游戏', '动画']",大专,北京,"['定期体检', '年终奖', '节日福利', '零食下午茶', '补充医疗保险', '带薪年假', '包吃', '员工旅游', '五险一金']",Magic Tavern
UI设计师,15-25K·14薪,3-5年,"['视觉设计', 'UI设计', '动效设计', '交互体验设计']",本科,北京,"['定期体检', '交通补助', '餐补', '节日福利', '零食下午茶', '带薪年假', '加班补助', '股票期权', '五险一金', '员工旅游', '大咖分享']",唯一艺术
UI设计师,15-16K,5-10年,"['视觉设计', 'UI设计', '交互体验设计', '游戏', '主美']",学历不限,重庆,"['五险一金', '年终奖', '节日福利', '全勤奖', '员工旅游', '加班补助', '交通补助']",悦逗蛙
UI设计师,15-25K·14薪,3-5年,"['交互设计', '视觉设计', '移动端', '客户端', '动效设计']",本科,上海,"['生日专属红包', '办公设备补贴', '定期体检', '零食下午茶', '节日福利', '餐补', '补充医疗保险', '股票期权', '年终奖', '带薪年假']",上海述信
UI设计师,3-7K,经验不限,"['UI设计', '交互体验设计', '视觉设计', '移动端', 'HTML']",大专,天津,null,山谷视觉科技（天...
UI设计师,4-6K,1-3年,"['交互设计', '原型设计', '视觉设计', '客户端', '移动端']",大专,钦州,null,巧科粒
UI设计师,7-12K,3-5年,"['网页交互', 'UI', 'UE']",大专,石家庄,null,同福集团股份有限公司
UI设计师,3-4K,3-5年,"['视觉设计', 'PhotoShop', 'AI', 'UI设计', '全职']",大专,天津,null,天津思维阶梯
UI设计师,1-3K,经验不限,"['小程序', 'Web端', 'PC端', '移动端']",学历不限,温州,['五险一金'],无道文化
UI设计师,4-9K,经验不限,"['移动端', 'PC端', '小程序', 'HTML', 'UI设计']",学历不限,青岛,null,云方式网络科技
UI设计师,10-12K·13薪,3-5年,"['axure', 'UI设计', '银行/金融']",本科,上海,"['节日福利', '年终奖', '定期体检', '零食下午茶', '餐补', '免费班车', '五险一金', '员工旅游']",中软国际
UI设计师,3-5K,1-3年,"['UI', '网页设计', 'App设计']",学历不限,菏泽,null,天缘电商
UI设计师,4-7K,1-3年,"['视觉设计', 'UI设计', '交互体验设计', 'CorelDRAW']",大专,绵阳,"['全勤奖', '带薪年假', '股票期权', '五险一金', '年终奖']",四川乾知行公司
UI设计师,4-5K,经验不限,"['交互体验设计', '网页设计']",大专,南宁,['带薪年假'],山园科技
UI设计师,7-12K,1-3年,"['Android', 'Web端', 'PhotoShop', '交互体验设计', '网页设计']",大专,西安,"['年终奖', '带薪年假', '生日福利', '五险一金', '零食下午茶', '节日福利', '团建聚餐', '员工旅游']",海之易
UI设计师,8-12K,1年以内,"['美术设计师', '交互体验设计', '网页设计', '平面设计']",大专,济南,"['五险一金', '全勤奖', '员工旅游']",蔚美生物
UI设计师,4-6K,1-3年,"['UI', '交互', '平面设计']",本科,太原,null,山西迈普锡
UI设计师,6-9K·13薪,1-3年,"['交互设计', '原型设计', '视觉设计', '平面设计', '界面设计']",大专,西安,null,云图信息技术
UI设计师,100-150元/天,5天/周,"['视觉设计', '手绘', 'UI设计', '交互体验设计', '网页设计']",3个月,厦门,"['年终奖', '零食下午茶', '节日福利', '五险一金', '股票期权', '加班补助']",胜吴
UI设计师,8-10K,3-5年,"['UI设计', '网页设计', '平面设计', '动效设计']",本科,徐州,"['加班补助', '节日福利', '股票期权', '零食下午茶', '带薪年假']",广联科技
UI设计师,5-10K,1-3年,"['PC端', '移动端', '小程序', '视觉设计', 'UI设计']",学历不限,郑州,"['全勤奖', '加班补助', '节日福利', '五险一金', '年终奖', '员工旅游']",掌宝软件
UI设计师,6-10K·13薪,1-3年,"['UI设计', '视觉设计', 'Android', '平面设计', 'PhotoShop']",本科,舟山,"['餐补', '员工旅游', '生日福利', '带薪年假', '零食下午茶', '通讯补贴', '五险一金']",易航海
UI设计师,6-10K,3-5年,"['UI设计', '交互体验设计', '视觉设计', '移动端', 'Android']",大专,西安,"['餐补', '年终奖', '零食下午茶', '员工旅游', '五险一金', '节日福利', '带薪年假']",万洲嘉智
UI设计师,4-8K,1-3年,"['平面设计', 'C4D', '移动端', '人工智能', 'UI设计']",本科,青岛,['五险一金'],威尔灵境
UI设计师,4-6K,1-3年,"['UI', '平面设计', '电商美工']",学历不限,西安,"['五险一金', '带薪年假', '定期体检', '全勤奖', '零食下午茶']",衣当先
UI设计师,5-10K,3-5年,['UI'],大专,莆田,"['五险', '住房补贴', '餐补', '带薪年假', '全勤奖']",骠骑网络科技
UI设计师,3-6K,经验不限,"['PhotoShop', 'Dreamweaver', 'UI设计', '视觉设计']",学历不限,漳州,null,漳州天臣
UI设计师,3-6K,经验不限,"['UI设计', '网页设计']",本科,贵阳,"['五险一金', '带薪年假', '零食下午茶', '节日福利', '年终奖', '定期体检']",明诚汇采
UI设计师,4-5K,1-3年,"['UI设计', '人工智能', '平面设计', '广告设计', '美工']",大专,南昌,null,江西世誉
UI设计师,5-6K,经验不限,"['UI设计', '交互体验设计', '视觉设计', 'PhotoShop', 'AE软件']",学历不限,菏泽,null,博文恒兴
UI设计师,200-250元/天,5天/周,"['UI设计', '交互体验设计', '原画设计']",5个月,北京,null,学术帮
UI设计师,7-8K,1-3年,"['交互设计', '原型设计', '视觉设计', '游戏端', '网页端']",大专,漳州,null,漳州创晟贸易有限公司
UI设计师,10-15K·15薪,1-3年,"['游戏端', '界面设计', '图标设计', '平面设计', '三维设计']",大专,广州,"['交通补助', '五险一金', '带薪年假', '零食下午茶', '加班补助', '节日福利', '全勤奖', '包吃', '年终奖', '补充医疗保险']",天暄游戏
UI设计师,8-10K,3-5年,"['视觉设计', '移动端', 'Android', 'AE', 'Dreamweaver']",本科,北京,null,青苹果数据中心
UI设计师,5-10K,1-3年,"['交互设计', '移动端', '平面设计', '界面设计', 'Axure']",大专,福州,null,捷业网络
UI设计师,12-18K,3-5年,"['原型设计', '平面设计']",大专,珠海,"['节日福利', '带薪年假', '双休']",天阳科技
UI设计师,35-50K,经验不限,['游戏'],学历不限,北京,"['带薪年假', '员工旅游', '年终奖', '五险一金', '交通补助', '健身房', '住房补贴', '零食下午茶', '节日福利', '餐补', '补充医疗保险', '成长基金']",琥珀创想
UI设计师,18-35K·15薪,5-10年,"['界面设计', '休闲游戏', '欧美卡通']",学历不限,北京,"['交通补助', '年终奖', '股票期权', '餐补', '员工旅游', '加班补助', '带薪年假', '节日福利', '零食下午茶']",英飞互娱
UI设计师,25-35K·13薪,5-10年,"['交互设计', '游戏端', '平面设计', '切图和标注', '图标设计']",大专,北京,"['补充医疗保险', '年终奖', '节日福利', '隐形福利', '定期体检', '零食下午茶', '员工旅游', '股票期权', '带薪年假']",疯狂游戏
UI设计师,4-6K,经验不限,"['网页设计', '平面设计', 'UI设计', '交互体验设计']",学历不限,烟台,"['五险一金', '加班补助', '带薪年假']",蜂图网络
UI设计师,18-28K·15薪,3-5年,"['交互经验', '手游', '欧美风', 'Q版', '国风']",学历不限,上海,"['带薪年假', '节日福利', '股票期权', '餐补', '年终奖', '交通补助']",假面科技
UI设计师,7-12K,经验不限,"['卡牌/战棋', '横版', '手机游戏', '平面设计', '动效设计']",本科,上海,"['节日福利', '带薪年假', '全勤奖', '零食下午茶', '加班补助', '五险一金', '股票期权', '员工旅游']",沁游互动
UI设计师,6-10K,1-3年,"['游戏界面设计', 'UI设计', '游戏设计', '原画设计', '手绘']",学历不限,济宁,"['年终奖', '五险一金', '餐补', '带薪年假', '节日福利', '定期体检', '全勤奖', '交通补助']",米图动漫
UI设计师,10-15K,3-5年,"['视觉设计', '交互设计', '网页端', '客户端', '移动端']",本科,长沙,['购买五险'],Likone灵控智能
UI设计师,14-24K·14薪,3-5年,"['手游', 'Q版', '卡通风']",大专,北京,"['五险一金', '定期体检', '带薪年假', '零食下午茶', '年终奖']",终极天橙
UI设计师,8-13K·13薪,1-3年,"['VR', 'UI']",本科,成都,['补充医疗保险'],米蜡科技
UI设计师,15-30K,3-5年,"['RPG游戏', '手机游戏', 'Q版', '扁平']",本科,北京,"['补充医疗保险', '餐补', '五险一金', '零食下午茶', '定期体检', '带薪年假', '节日福利']",OASISGAMES
UI设计师,12-20K,3-5年,"['交互经验', '海外项目经验']",大专,广州,"['加班补助', '年终奖', '零食下午茶', '员工旅游', '交通补助', '带薪年假', '五险一金']",指观网络
UI设计师,11-16K·13薪,3-5年,"['手游', 'RPG游戏', '多风格擅长']",大专,北京,"['生日福利', '年终奖', '有无线网', '五险一金']",北京观又见网络科技
UI设计师,6-11K·13薪,1-3年,"['UI', '动画', '视觉', '视觉设计', '动效设计']",本科,惠州,"['节日福利', '年终奖', '员工旅游', '带薪年假', '股票期权', '通讯补贴', '五险一金', '零食下午茶']",怿星电子
UI设计师,7-12K,1年以内,['游戏UI'],大专,广州,"['节日福利', '带薪年假', '餐补', '全勤奖', '住房补贴', '交通补助']",古藤
UI设计师,8-13K,1-3年,"['卡牌/战棋', '手机游戏', '界面设计', '图标设计', '切图和标注']",大专,成都,['五险一金'],盈富科技
UI设计师,17-25K·13薪,3-5年,"['Q版', '欧美现代', 'AE', 'U3D', '模拟经营']",学历不限,福州,"['股票期权', '年终奖', '补充医疗保险', '餐补', '医务室', '零食下午茶', '节日福利', '员工旅游', '定期体检', '五险一金']",IGG
UI设计师,20-40K,经验不限,"['二次元', '第三人称', 'AE', '3ds MAX', 'Maya']",学历不限,北京,"['节日福利', '全勤奖', '定期体检', '股票期权', '五险一金', '包吃', '带薪年假', '通讯补贴', '交通补助', '年终奖', '餐补', '零食下午茶']",bilibili
UI设计师,4-8K,经验不限,"['UI设计', 'Icon设计', 'Q版']",学历不限,厦门,null,创云科技
UI设计师,11-16K·13薪,1-3年,"['休闲益智', '手机游戏']",大专,深圳,"['餐补', '员工旅游', '零食下午茶', '文娱活动', '生日福利', '带薪年假', '五险一金', '加班补助']",全民互动 互联网
UI设计师,20-40K·14薪,3-5年,"['二次元', '手游', '日式IP', '动漫', 'GUI']",学历不限,上海,"['免费健身房', '交通补助', '年终奖', '节日福利', '五险一金', '员工旅游', '定期体检', '带薪年假']",完美世界
UI设计师,8-12K·13薪,1-3年,"['手游', '游戏UI', '界面设计', 'PS', '第一人称']",本科,成都,"['定期体检', '年终奖', '餐补', '员工旅游', '零食下午茶', '团建', '五险一金', '带薪年假', '节日福利']",洪荒科技
UI设计师,5-10K,1-3年,"['UI设计', '图标', '游戏美术']",学历不限,长沙,"['五险一金', '零食下午茶', '团建聚餐', '节日福利', '员工旅游', '年终奖', '生日福利', '带薪年假', '绩效奖金']",探鹤网络
UI设计师,5-8K,1-3年,"['多风格擅长', '欧美风', '页游', '手游']",大专,常州,"['零食下午茶', '节日福利', '带薪年假', '13薪']",乐极特
UI设计师,10-15K·13薪,3-5年,['游戏UI'],学历不限,厦门,"['零食下午茶', '定期体检', '全勤奖', '加班补助', '带薪年假', '餐补', '五险一金', '年终奖', '员工旅游']",不妨游戏
UI设计师,9-14K·13薪,1-3年,['场景原画'],学历不限,上海,"['员工旅游', '节日福利', '股票期权', '定期体检', '五险一金', '全勤奖', '年终奖']",图游游戏
UI设计师,8-13K,1-3年,"['手游', '独立游戏', 'UI设计师']",大专,广州,"['年终奖', '节日福利', '零食下午茶', '加班补助', '带薪年假', '包吃', '定期体检', '五险一金']",烁日游戏
UI设计师,30-55K·13薪,3-5年,"['游戏动画经验', '海外项目经验', '手游', '欧美风', '写实']",学历不限,北京,"['提供宿舍', '年终奖', '包吃', '股票期权', '住房补贴', '零食下午茶', '五险一金', '节日福利']",红海科技
UI设计师,6-10K,1-3年,"['PhotoShop', 'Spine', '游戏', '交互体验设计']",本科,成都,null,火凤电艺
UI设计师,6-11K,1年以内,"['UI设计', 'UX设计', '交互']",本科,中山,"['节日福利', '加班补助', '带薪年假', '餐补', '通讯补贴', '年终奖', '定期体检', '交通补助', '工会福利', '五险一金', '季度活动', '佳节礼金与活', '假期']",万先丰
UI设计师,10-15K,3-5年,"['游戏界面设计', '游戏', '交互体验设计', '游戏主美', '游戏设计']",大专,青岛,"['五险一金', '定期体检', '员工旅游', '带薪年假', '节日福利', '零食下午茶']",爱维互动
UI设计师,6-9K·13薪,3-5年,"['UI设计', 'PhotoShop', 'Premiere', 'AE', 'CorelDRAW']",本科,福州,"['餐补', '住房补贴', '五险一金', '交通补助', '节日福利', '生日福利', '加班补助', '年终奖', '带薪年假', '加班工资']",沃秀信息技术
UI设计师,2-7K,经验不限,"['手绘', 'PhotoShop', '游戏', '设计师']",大专,长春,"['股票期权', '员工旅游', '年终奖', '带薪年假', '工龄奖', '餐补', '五险一金', '加班补助', '宠物福利', '节日福利', '定期体检', '全勤奖', '生日福利']",玩心游戏
UI设计师,3-6K,1-3年,"['原画', '插画', '手绘']",学历不限,无锡,"['五险一金', '带薪年假', '年终奖', '零食下午茶']",无锡淳风游戏
UI设计师,4-9K,1-3年,"['视觉设计', 'CorelDRAW', 'Web端', 'HTML', '美工']",大专,玉溪,"['交通补助', '全勤奖', '带薪年假', '年终奖', '节日福利']",永兴元
UI设计师,5-10K,1-3年,"['前端开发', 'CSS', 'HTML', 'Webpack']",本科,惠州,"['员工旅游', '五险一金', '股票期权', '加班补助', '餐补']",中南新智造
UI设计师,3-5K,经验不限,"['平面设计', 'UI', '美工']",大专,常州,"['五险一金', '员工旅游', '通讯补贴', '节日福利', '零食下午茶', '每天不加班']",常州珍云
UI设计师,8-12K,1-3年,"['UI', '美工', '游戏界面设计', 'PhotoShop', '手绘']",大专,武汉,null,草叶子游戏
UI设计师,10-15K,3-5年,"['全职工作', '线上教学', '职业培训班', '日常教学', '就业指导']",本科,郑州,"['五险一金', '带薪年假', '员工旅游', '股票期权', '包住']",学考双智
UI设计师,3-8K·13薪,经验不限,"['UI', '美工', '手绘', 'PhotoShop']",学历不限,福州,null,通华信息
UI设计师,15-30K,3-5年,"['端游', '手游', '写实', '国风', 'Q版']",大专,厦门,"['五险一金', '零食下午茶', '不定期项目奖']",大道同行
UI设计师,18-30K,3-5年,"['视觉设计', '手绘', '区块链']",本科,北京,"['五险一金', '加班补助', '餐补', '股票期权', '定期体检', '带薪年假', '补充医疗保险', '交通补助', '零食下午茶']",八分量
UI设计师,15-30K,3-5年,"['手绘经验', '交互经验', '手游', '欧美风', '写实']",大专,南京,"['全勤奖', '带薪年假', '加班补助', '五险一金', '补充医疗保险', '员工旅游', '节日福利', '年终奖']",胡莱游戏
UI设计师,10-11K,1-3年,"['动效设计', 'UI设计', '视觉设计', 'AE', 'PhotoShop']",本科,洛阳,['全勤奖'],圣城文化传播
UI设计师,30-60K·18薪,5-10年,"['手绘', 'UI设计', '交互体验设计', '网页设计', '游戏UI']",大专,北京,"['五险一金', '零食下午茶', '股票期权', '定期体检', '带薪年假', '补充医疗保险']",garena
UI设计师,5-6K,1-3年,"['交互设计', '视觉设计', '客户端', '移动端', '网页端']",大专,太原,null,众环文化
UI设计师,10-15K,1-3年,['交互设计'],本科,张家口,"['意外险', '交通补助', '零食下午茶', '补充医疗保险', '定期体检', '节假日加班费', '五险一金', '团建聚餐', '带薪年假', '生日福利', '绩效奖金', '住房补贴', '有无线网', '股票期权', '加班补助', '夜班补助', '节日福利', '餐补']",北京字节跳动
UI设计师,25-50K,经验不限,"['游戏端', '界面设计', '写实风格', 'GUI', '游戏UI']",学历不限,北京,"['节日福利', '年终奖', '包吃', '交通补助', '零食下午茶', '定期体检', '补充医疗保险', '员工旅游']",龙创悦动
UI设计师,5-6K,1-3年,"['视觉设计', '小程序', '移动端', '美术设计师', '美工']",本科,惠州,['五险一金'],招财猫汽车租赁
UI设计师,10-15K·13薪,1-3年,"['切图和标注', '界面设计', '重构']",大专,深圳,"['五险一金', '全勤奖', '节日福利', '补充医疗保险', '带薪年假']",固有色
UI设计师,10-15K,1-3年,"['平面设计', '美术指导', 'InDesign', 'CorelDRAW']",大专,北京,"['带薪年假', '年终奖', '节日福利', '零食下午茶']",卓利合文化传媒有...
UI设计师,10-15K,3-5年,"['平面设计', 'UI', '广告设计']",本科,北京,"['餐补', '节日福利', '带薪年假', '五险一金', '定期体检', '员工旅游']",盈创回收
UI设计师,10-15K·14薪,在校/应届,['游戏界面设计'],本科,上海,"['五险一金', '餐补', '全勤奖', '带薪年假', '零食下午茶', '补充医疗保险', '员工旅游', '年终奖']",游族网络
UI设计师,7-12K,1-3年,"['休闲益智', '手机游戏', 'Q版']",大专,武汉,"['生日福利', '股票期权', '交通补助', '全勤奖']",HippoJoy
UI设计师,30-50K,5-10年,"['游戏界面设计', '游戏UI设计', '游戏主UI', 'PhotoShop', 'Fireworks']",本科,北京,"['全勤奖', '餐补', '节日福利', '员工旅游']",极客创游
UI设计师,25-40K·14薪,5-10年,"['设计经理', '设计主管', 'UI设计', 'SKetch', 'PhotoShop']",本科,深圳,"['五险一金', '交通补助', '带薪年假', '免费班车', '通讯补贴', '加班补助', '补充医疗保险']",跨越速运集团有限公司
UI设计师,9-10K,1年以内,"['线上授课', 'C语言', 'Swift', 'Shell', 'Kotlin']",本科,南昌,"['五险', '节日福利']",江西云都网络
UI设计师,45-75K·14薪,经验不限,"['ui', '游戏', '手绘', '手游', 'Q版']",大专,北京,"['年终奖', '工作居住证', '餐补', '带薪年假', '五险一金', '季度奖金', '股票期权', '零食下午茶', '节日福利']",畅聊天下
UI设计师,15-25K·13薪,3-5年,"['Q版', '写实', '欧美风']",学历不限,成都,"['五险一金', '定期体检', '加班补助', '带薪年假', '餐补', '节日福利', '通讯补贴', '交通补助', '年终奖', '零食下午茶']",光宇游戏
UI设计师,12-18K,1-3年,"['交互体验设计', '游戏', '原画设计', '游戏界面设计', '中国风格']",大专,上海,"['交通补助', '五险一金', '节日福利']",乐玖网络
UI设计师,10-15K·13薪,1-3年,"['游戏动画经验', '游戏原画经验', '交互经验']",大专,上海,null,连鸣
UI设计师,15-30K,3-5年,['交互体验设计'],本科,上海,null,榆钱人才
UI设计师,10-15K,经验不限,"['QT', 'c/c++', 'qml', 'js']",本科,郑州,"['免费班车', '五险一金', '补充医疗保险', '加班补助', '免费住宿', '股票期权', '带薪年假', '定期体检', '通讯补贴', '年终奖']",光力科技
UI设计师,12-24K,3-5年,"['游戏', '界面特效', '视觉特效']",大专,杭州,"['五险一金', '员工旅游', '年终奖', '带薪年假', '股票期权', '全勤奖', '零食下午茶']",之幻网络
UI设计师,11-22K,3-5年,"['培训师', 'UI设计', '交互体验设计']",大专,西安,"['交通补助', '员工旅游', '节日福利', '补充医疗保险', '五险一金', '股票期权', '带薪年假', '通讯补贴', '定期体检']",中公教育集团
UI设计师,100-180元/天,5天/周,"['卡牌/战棋', '手机游戏', '界面设计']",6个月,广州,null,电趣网络
UI设计师,15-30K·14薪,5-10年,"['RPG游戏', '手机游戏', '二次元']",学历不限,上海,"['年终奖', '补充医疗保险', '员工旅游', '五险一金', '节日福利', '零食下午茶']",勇仕
UI设计师,10-15K,3-5年,"['QT', 'WPF', 'Python', '软件工程师', 'OpenCV']",本科,珠海,"['员工福利', '餐补', '五险一金', '带薪年假', '包吃', '全勤奖', '员工旅游', '定期体检', '年终奖']",运泰利自动化
UI设计师,5-10K,在校/应届,"['UE4', 'C/C++', '计算机/软件工程相关专业', '美术/动画基础', 'UE4开发经验']",本科,成都,['带薪年假'],秘灵互动
UI设计师,20-40K,经验不限,"['写实', '欧美风', '卡通风']",学历不限,上海,"['餐补', '私人定制导师', '定期体检', '年终奖', '交通补助', '丰富趣味活动', '超大晋升空间', '带薪年假', '零食下午茶', '五险一金', '全勤奖', '大佬零距离']",友塔游戏
UI设计师,15-30K·13薪,3-5年,"['游戏', '交互体验设计', '卡通风格', '欧美风格', '中国风格']",大专,杭州,"['定期体检', '带薪年假', '免费班车', '丰富俱乐部', '异地入职住宿', '年终奖', '加班补助', '项目分红', '六险一金', '固定13薪', '节日福利', '超优惠人才房']",极致游戏
